DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2004-06,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2004-07,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2004-08,2.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2004-09,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2004-10,2.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2004-11,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2004-12,2.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-01,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-02,1.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-03,1.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-04,1.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-05,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-06,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-07,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-08,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-09,2.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-10,2.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-11,2.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2005-12,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-01,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-02,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-03,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-04,2.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-05,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-06,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-07,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-08,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-09,0.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-10,1.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-11,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2006-12,1.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-01,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-02,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-03,2.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-04,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-05,2.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-06,2.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-07,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-08,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-09,2.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-10,2.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-11,3.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2007-12,3.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-01,3.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-02,3.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-03,3.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-04,2.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-05,3.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-06,3.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-07,3.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-08,3.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-09,3.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-10,2.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-11,1.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2008-12,1.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-01,1.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-02,1.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-03,0.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-04,0.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-05,-0.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-06,0.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-07,-0.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-08,0.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-09,-0.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-10,-0.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-11,0.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2009-12,0.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-01,0.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-02,0.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-03,1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-04,1.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-05,1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-06,0.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-07,1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-08,1.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-09,1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-10,1.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-11,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2010-12,1.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-01,2.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-02,2.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-03,2.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-04,2.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-05,2.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-06,2.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-07,2.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-08,2.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-09,2.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-10,2.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-11,2.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2011-12,2.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-01,2.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-02,2.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-03,2.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-04,2.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-05,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-06,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-07,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-08,2.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-09,2.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-10,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-11,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2012-12,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-01,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-02,1.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-03,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-04,1.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-05,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-06,2.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-07,2.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-08,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-09,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-10,1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-11,1.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2013-12,1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-01,1.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-02,1.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-03,0.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-04,1.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-05,0.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-06,0.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-07,0.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-08,0.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-09,0.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-10,0.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-11,0.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2014-12,0.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-01,-0.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-02,-0.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-03,0.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-04,1.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-05,1.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-06,1.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-07,1.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-08,1.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-09,0.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-10,1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-11,0.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2015-12,0.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-01,0.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-02,-0.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-03,0.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-04,-0.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-05,-0.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-06,0.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-07,0.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-08,0.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-09,0.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-10,0.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-11,0.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2016-12,1.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-01,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-02,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-03,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-04,2.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-05,1.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-06,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-07,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-08,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-09,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-10,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-11,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2017-12,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-01,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-02,1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-03,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-04,1.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-05,2.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-06,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-07,2.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-08,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-09,2.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-10,2.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-11,2.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2018-12,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-01,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-02,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-03,1.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-04,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-05,1.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-06,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-07,1.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-08,1.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-09,0.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-10,0.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-11,1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2019-12,1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-01,1.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-02,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-03,1.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-04,0.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-05,0.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-06,0.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-07,0.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-08,-0.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-09,-0.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-10,-0.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-11,-0.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2020-12,-0.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2021-01,1.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Germany,2021-02,1.6,,
